Intent,Sentence
0,I was just checking in to see if you still wanted me to help you with your online stuff.
0,"I was out of town last week doing some recruiting, so I am just reading your e:mail today."
0,I was particularly pleased with how you vectored off from what started out as a computer system enhancement project and instead you brought home a solution that allows us to improve things immediately with manual processes and then upgrade to a system if we choose.
0,"I was really wanting to go, but can't make it."
0,I will also look into other possible dates and get availability and prices on tickets just in case.
0,"I will be checking to make sure you pass the ""goodies"" on."
0,I will be getting with Brian Bloom this week with our comments to the plan document.
0,I will be here all day tomorrow.
0,"I will be in London all of next week, and I would like to send invitations to the students about the tour and dinner."
0,"I will be out of the office the rest of the week, so check with Twanda Sweet, my assistant, for rescheduling options."
0,I will be out this afternnon and tomorrow.
0,I will check with Mark and Trisha.
0,I will check with my assistant to make sure I can do it.
0,I will check.
0,I will deliver the card in person in about 10 days.
0,I will forward to you in a separate email letters that we sent to Burton expressing our opposition to his bills and the reasons for our opposition.
0,I will get Gary to look into the Williams deal.
0,I will get a conference room and lunch set up.
0,I will get an update from Shona.
0,"I will get back with you after I have talked with Scott, or I may have him leave you a message."
0,I will get the dues to you sometime this week.
0,I will make sure that you are included in any subsequent meetings.
0,"I will make these phone calls myself, and will naturally treat all phone numbers that I have been given as confidential."
0,I will need their e:mail addresses to do so.
0,I will send it to NUI when I hear from you.
0,I will try to get it notorized and mailed back to the lawyer today.
0,I wish I could write such sweet words.
0,"I work with Phillip Allen in West Gas Trading and he talked to Greg Piper about the letter attached below, and Greg told us to forward it to you."
0,"I would be very concerned, though, given the current environment about having us listed as a sponsor."
0,"I would bet that our investor relations either have it, or can get from one of their analyst buddies."
0,I would envision getting up to speed on business opportunities in Ontario and addressing the questions you raised.
0,I would like for him to be on the list for this meeting as well.
0,"I would like to deliver as much of Midcon's gas as possible to Mobil (25,000-30,000) for February."
0,I would like to make monthly purchases (with the net amount transferred) of the existing mutual funds in each of the three accounts.
0,I would like to share a To-Do with you.
0,I would like to share this app with you:
0,I would like to visit there next week.
0,I would love to share it with you: $LINK
0,I would welcome your participation in any of the meetings here in Houston or on the trips that we will need to make.
0,I'd like to bring that down and get you started with my best flavors of weed.
0,I'd like to share a Moxtra Binder with you: $LINK
0,I'd like to share a clip with you from my clipboard at clipix.com
0,I'd like to share some great news with you - we have reached the milestone where we add new magazine application to the App Store every day!
0,I'd like to share this Cliqz group with you: @kmlemanski
0,I'd like to thank you for your interest in me.
0,I'll be sending out an email on this in the next couple of hours.
0,I'll defer to your more expert addressees on this one.
0,I'll forward in another email the language that the coalition has drafted and hopes Bowen and Keeley will carry.
0,I'll forward to you Parquet's notes from the meeting.
0,I'll forward to you for slashing.
0,I'll get to the office around 130-200.
0,I'll give it back to you this evening.
0,I'll keep thinking about and send another dispatch later today or first thing tomorrow morning.
0,I'll let you know what Calger sez soon as he gets back to me.
0,I'll make it explicit.
0,I'll review it and get back with Dawn.
0,I'll send details on hen night later.
0,I'll send it as soon as you resond wether I should or not.
0,"I'll share a simple technique I use to move past bad experiences, and how I learn from them."
0,I'll try to write a note discussing our conversation on Friday by end of day.
0,I'm actually in Vancouver today (Monday) and tomorrow.
0,I'm also starting to think as the LM position starts to get better managed that maybe you and Chris should take the D5's and 7EA's onto your book.
0,I'm assuming that this note is no longer valid and that you're not trying to set something up for 2 PM tomorrow (Wednesday)?
0,I'm back from lunch and an email and I want it now!
0,I'm getting convinced that the Kern neg.
0,"I'm here to help you have a wonderful experience with Linea, so if you have suggestions, questions, or problems, please email me directly."
